sentence,label
Làm thế nào để tôi tìm kiếm hướng dẫn sử dụng hoặc tài liệu trợ giúp?,3
Tôi có thể tìm được thông tin về các sự cố hoặc vấn đề phổ biến không?,3
Có tính năng gợi ý nội dung dựa trên sở thích của tôi không?,3
Làm cách nào để tôi tìm kiếm danh sách các tính năng mới nhất?,3
Tôi có thể cài đặt thông báo để nhận thông tin mới không?,3
Có tính năng liên kết tài khoản xã hội không?,3
Làm cách nào để tôi xem lịch sử hoạt động của mình trên ứng dụng của bạn?,3
Tôi có thể đổi tên hoặc thông tin cá nhân không?,3
Ứng dụng của bạn hỗ trợ các nền tảng nào?,3
Có tính năng đồng bộ hóa dữ liệu giữa các thiết bị không?,3
Làm cách nào để tôi tìm các bài viết phổ biến nhất?,3
Tôi có thể thay đổi giao diện hoặc chủ đề không?,3
Có tính năng gửi phản hồi hoặc đề xuất cải tiến không?,3
Làm thế nào để tôi tìm các tùy chọn cài đặt ẩn?,3
Tôi có thể thêm bạn bè hoặc chia sẻ nội dung với người khác không?,3
Có tính năng theo dõi sự tiến bộ của tôi không?,3
Làm cách nào để tôi xem thống kê hoạt động của mình trên ứng dụng?,3
Tôi có thể tham gia vào các sự kiện hoặc chương trình sự kiện không?,3
Có cách nào để tôi đánh giá ứng dụng của bạn trên cửa hàng ứng dụng không?,3
Làm thế nào để tôi kiểm tra cập nhật cho ứng dụng của bạn?,3
Tôi có thể tạo danh sách theo dõi cá nhân không?,3
Có tính năng tương tác với người dùng khác không?,3
Làm cách nào để tôi tìm kiếm nhanh nội dung trên ứng dụng của bạn?,3
Tôi có thể đăng nhập bằng cách sử dụng tài khoản mạng xã hội không?,3
Có tính năng nhập khẩu dữ liệu từ các ứng dụng khác không?,3
Làm thế nào để tôi đổi ngôn ngữ trong ứng dụng của bạn?,3
Tôi có thể cài đặt thông báo để nhận tin tức mới nhất không?,3
Có tính năng đăng tin tức hoặc nội dung của riêng tôi không?,3
Làm cách nào để tôi thay đổi ảnh đại diện của mình?,3
Tôi có thể sử dụng ứng dụng của bạn trên nhiều thiết bị không?,3
Có tính năng tự động lưu nội dung đã đọc không?,3
Làm thế nào để tôi tìm các tùy chọn phân loại nội dung?,3
Tôi có thể tùy chỉnh cài đặt âm thanh và video không?,3
Có tính năng hướng dẫn sử dụng nhanh không?,3
Làm cách nào để tôi thay đổi mật khẩu của mình?,3
Tôi có thể sử dụng ứng dụng của bạn khi không có kết nối internet không?,3
Có tính năng chặn hoặc báo cáo người dùng không lịch sự không?,3
Làm thế nào để tôi tìm thông tin liên hệ hoặc hỗ trợ?,3
Tôi có thể tùy chỉnh cài đặt bảo mật của mình không?,3
Có tính năng lưu trữ nội dung yêu thích không?,3
Làm cách nào để tôi tìm nội dung liên quan đến sở thích của mình?,3
Tôi có thể đăng nhập bằng cách sử dụng vân tay hoặc nhận diện khuôn mặt không?,3
Có tính năng tương thích với các thiết bị đeo thông minh không?,3
Làm thế nào để tôi xem các sự kiện hoặc chương trình sắp tới?,3
Tôi có thể tùy chỉnh giao diện và trải nghiệm người dùng không?,3
Có tính năng giúp tôi tìm kiếm nội dung phù hợp với tâm trạng của mình không?,3
Làm cách nào để tôi tìm các bài viết được xem nhiều nhất?,3
Tôi có thể tìm kiếm nội dung theo ngày hoặc thời gian không?,3
Hướng dẫn sử dụng bắt đầu từ đâu?,3
Có hướng dẫn cài đặt không?,3
Làm thế nào để tôi tìm thông tin về các tính năng chính?,3
Có phần hướng dẫn về cách tùy chỉnh cài đặt không?,3
Làm thế nào để tôi tìm các hướng dẫn về bảo mật?,3
Có hướng dẫn về cách đổi ngôn ngữ không?,3
Làm cách nào để tôi tìm thông tin về cách liên hệ với hỗ trợ?,3
Có phần giải thích về các biểu tượng hoặc ký hiệu không?,3
Làm thế nào để tôi tìm hướng dẫn sửa lỗi hoặc vấn đề kỹ thuật?,3
Có phần giúp tôi hiểu về quy trình đăng nhập và đăng ký không?,3
Làm thế nào để tôi tìm các hướng dẫn về cách sử dụng các tính năng nâng cao?,3
Có hướng dẫn về cách tìm và khắc phục sự cố thông thường không?,3
Làm thế nào để tôi tìm thông tin về việc sử dụng ứng dụng offline?,3
Có phần hướng dẫn về cách tạo và quản lý tài khoản không?,3
Làm thế nào để tôi tìm hướng dẫn về cách đổi mật khẩu của mình?,3
Có phần giải thích về cách sử dụng các công cụ và tính năng tùy chỉnh không?,3
Làm thế nào để tôi tìm hướng dẫn về cách chia sẻ nội dung hoặc kết nối với mạng xã hội?,3
Có hướng dẫn về cách xem lịch sử hoạt động và cập nhật không?,3
Làm thế nào để tôi tìm thông tin về cách sử dụng tính năng đồng bộ hóa?,3
Có phần hướng dẫn về cách sử dụng tính năng nhắc nhở hoặc thông báo không?,3
